contig_id	mean_contig	cluster_id	nucl_freq.gc	length	NA	color
NODE_23559_length_1017_cov_2.037422	3.463	14	60.8652900688299	1017	1other	1other
NODE_2356_length_9612_cov_5.009940	8.123	6	57.5946733250104	9612	1other	1other
NODE_23560_length_1017_cov_2.032225	3.237	2	68.141592920354	1017	1other	1other
NODE_23561_length_1017_cov_2.017672	4.242	12	66.0766961651917	1017	1other	1other
NODE_23562_length_1017_cov_2.007277	3.516	2	61.2586037364798	1017	1other	1other
NODE_23563_length_1017_cov_1.976091	3.91	12	76.3028515240905	1017	1other	1other
NODE_23564_length_1017_cov_1.975052	4.388	12	67.748279252704	1017	1other	1other
NODE_23565_length_1017_cov_1.974012	3.055	38	71.1897738446411	1017	1other	1other
NODE_23566_length_1017_cov_1.922037	3.629	38	68.9175769612711	1017	1other	1other
NODE_23567_length_1017_cov_1.882536	3.029	14	61.5690168818272	1017	1other	1other
NODE_23568_length_1017_cov_1.863825	3.623	2	65.2900688298918	1017	1other	1other
NODE_23569_length_1017_cov_1.774428	2.962	38	61.9469026548673	1017	1other	1other
NODE_2357_length_9611_cov_4.422562	7.211	6	54.0006242846738	9611	1other	1other
NODE_23570_length_1017_cov_1.641372	3.911	12	66.5683382497542	1017	1other	1other
NODE_23571_length_1017_cov_1.347193	2.645	2	61.7502458210423	1017	1other	1other
NODE_23572_length_1016_cov_5.943809	10.173	38	70.6692913385827	1016	1other	1other
NODE_23573_length_1016_cov_3.667014	8.506	12	69.488188976378	1016	1other	1other
NODE_23574_length_1016_cov_3.620187	6.476	38	66.9291338582677	1016	1other	1other
NODE_23575_length_1016_cov_3.283039	8.232	2	71.259842519685	1016	1other	1other
NODE_23576_length_1016_cov_3.029136	4.599	12	73.1299212598425	1016	1other	1other
NODE_23577_length_1016_cov_2.946930	4.891	38	67.8149606299213	1016	1other	1other
NODE_23578_length_1016_cov_2.807492	4.372	29	29.5275590551181	1016	1other	1other
NODE_23579_length_1016_cov_2.636837	4.696	38	69.7834645669291	1016	1other	1other
NODE_2358_length_9609_cov_3.515177	6.316	7	65.3922283571205	9609	1other	1other
NODE_23580_length_1016_cov_2.391259	4.161	38	69.1929133858268	1016	1other	1other
NODE_23581_length_1016_cov_2.377732	4.082	14	51.0826771653543	1016	1other	1other
NODE_23582_length_1016_cov_2.373569	4.565	38	69.1848906560636	1016	1other	1other
NODE_23583_length_1016_cov_2.369407	4.884	2	59.9409448818898	1016	1other	1other
NODE_23584_length_1016_cov_2.327784	3.884	16	55.0196850393701	1016	1other	1other
NODE_23585_length_1016_cov_2.297607	3.679	29	30.9055118110236	1016	1other	1other
NODE_23586_length_1016_cov_2.119667	3.275	12	70.7677165354331	1016	1other	1other
NODE_23587_length_1016_cov_2.101977	4.545	38	72.4409448818898	1016	1other	1other
NODE_23588_length_1016_cov_2.061394	4.069	16	57.0576540755467	1016	1other	1other
NODE_23589_length_1016_cov_2.013528	3.498	38	64.5129224652087	1016	1other	1other
NODE_2359_length_9591_cov_4.989933	9.321	5	66.1974768011678	9591	1other	1other
NODE_23590_length_1016_cov_1.969823	3.165	14	58.8582677165354	1016	1other	1other
NODE_23591_length_1016_cov_1.939646	3.189	38	65.8051689860835	1016	1other	1other
NODE_23592_length_1016_cov_1.909469	3.242	14	64.4135188866799	1016	1other	1other
NODE_23593_length_1016_cov_1.857440	3.157	38	67.1259842519685	1016	1other	1other
NODE_23594_length_1016_cov_1.723205	3.72	14	62.6968503937008	1016	1other	1other
NODE_23595_length_1016_cov_1.670135	2.788	2	61.2326043737575	1016	1other	1other
NODE_23596_length_1016_cov_1.659729	2.737	38	62.992125984252	1016	1other	1other
NODE_23597_length_1015_cov_28.975000	44.938	8	15.4679802955665	1015	ascomycete	ascomycete
NODE_23598_length_1015_cov_15.671875	23.182	0	54.5812807881773	1015	1other	1other
NODE_23599_length_1015_cov_6.812500	13.406	2	66.6009852216749	1015	1other	1other
NODE_236_length_137956_cov_51.382274	74.7567692307692	4	61.0565467542279	137956	1other	1other
NODE_2360_length_9577_cov_4.875971	9.401	21	69.2701263443667	9577	1other	1other
NODE_23600_length_1015_cov_5.436458	10.608	2	67.8817733990148	1015	1other	1other
NODE_23601_length_1015_cov_3.688542	8.297	12	65.320197044335	1015	1other	1other
NODE_23602_length_1015_cov_3.013542	6.077	12	68.2758620689655	1015	1other	1other
NODE_23603_length_1015_cov_2.994792	5.79	12	72.0197044334975	1015	1other	1other
NODE_23604_length_1015_cov_2.983333	5.773	12	69.6551724137931	1015	1other	1other
NODE_23605_length_1015_cov_2.889583	4.727	14	63.5467980295566	1015	1other	1other
NODE_23606_length_1015_cov_2.812500	5.009	38	68.5714285714286	1015	1other	1other
NODE_23607_length_1015_cov_2.600000	4.694	2	63.743842364532	1015	1other	1other
NODE_23608_length_1015_cov_2.582292	4.546	12	73.8916256157635	1015	1other	1other
NODE_23609_length_1015_cov_2.471875	3.803	16	59.2118226600985	1015	1other	1other
NODE_2361_length_9555_cov_6.108632	10.685	21	68.5295656724228	9555	1other	1other
NODE_23610_length_1015_cov_2.425000	5.159	12	67.5621890547264	1015	1other	1other
NODE_23611_length_1015_cov_2.136458	4.699	38	71.9211822660099	1015	1other	1other
NODE_23612_length_1015_cov_2.011458	3.658	9	65.7142857142857	1015	1other	1other
NODE_23613_length_1015_cov_1.975000	3.341	38	62.8571428571429	1015	1other	1other
NODE_23614_length_1015_cov_1.921875	4.258	38	69.7536945812808	1015	1other	1other
NODE_23615_length_1015_cov_1.760417	3.248	12	72.4137931034483	1015	1other	1other
NODE_23616_length_1015_cov_1.713542	3.259	2	66.9651741293532	1015	1other	1other
NODE_23617_length_1015_cov_1.709375	2.747	12	69.35960591133	1015	1other	1other
NODE_23618_length_1015_cov_1.671875	3.177	14	64.3349753694581	1015	1other	1other
NODE_23619_length_1015_cov_1.601042	2.491	16	63.1527093596059	1015	1other	1other
NODE_2362_length_9542_cov_5.243702	10.184	21	65.248375602599	9542	1other	1other
NODE_23620_length_1015_cov_1.592708	4.064	38	65.4187192118227	1015	1other	1other
NODE_23621_length_1015_cov_1.588542	2.769	14	62.7586206896552	1015	1other	1other
NODE_23622_length_1015_cov_1.497917	2.411	2	62.9556650246305	1015	1other	1other
NODE_23623_length_1015_cov_1.059375	1.702	38	71.3300492610837	1015	1other	1other
NODE_23624_length_1014_cov_4.139729	7.765	38	70.6114398422091	1014	1other	1other
NODE_23625_length_1014_cov_3.763295	10.093	2	64.3984220907298	1014	1other	1other
NODE_23626_length_1014_cov_3.346194	5.292	14	57.1005917159763	1014	1other	1other
NODE_23627_length_1014_cov_3.060480	5.791	38	74.65483234714	1014	1other	1other
NODE_23628_length_1014_cov_2.753910	9.036	2	65.0398406374502	1014	1other	1other
NODE_23629_length_1014_cov_2.499479	4.336	14	61.439842209073	1014	1other	1other
NODE_2363_length_9540_cov_5.545177	9.649	21	67.5995807127883	9540	1other	1other
NODE_23630_length_1014_cov_2.494265	4.063	38	64.2011834319527	1014	1other	1other
NODE_23631_length_1014_cov_2.387904	3.763	16	62.6232741617357	1014	1other	1other
NODE_23632_length_1014_cov_2.384776	4.221	2	72.4852071005917	1014	1other	1other
NODE_23633_length_1014_cov_2.295099	3.567	38	67.8500986193294	1014	1other	1other
NODE_23634_length_1014_cov_2.246090	5.279	2	65.2390438247012	1014	1other	1other
NODE_23635_length_1014_cov_2.241919	3.83	14	64.0039447731755	1014	1other	1other
NODE_23636_length_1014_cov_2.239833	3.441	2	66.8326693227092	1014	1other	1other
NODE_23637_length_1014_cov_2.112617	3.334	16	50.4024144869215	1014	1other	1other
NODE_23638_length_1014_cov_2.019812	3.212	2	62.8205128205128	1014	1other	1other
NODE_23639_length_1014_cov_1.944734	3.554	38	66.9625246548324	1014	1other	1other
NODE_2364_length_9536_cov_18.256197	28.721	25	71.5813758389262	9536	1other	1other
NODE_23640_length_1014_cov_1.872784	3.16	38	64.9901380670611	1014	1other	1other
NODE_23641_length_1014_cov_1.720542	2.901	16	64.1025641025641	1014	1other	1other
NODE_23642_length_1014_cov_1.676747	2.745	18	49.601593625498	1014	1other	1other
NODE_23643_length_1014_cov_1.656934	2.84	2	69.8224852071006	1014	1other	1other
NODE_23644_length_1014_cov_1.610010	3.978	38	65.5818540433925	1014	1other	1other
NODE_23645_length_1014_cov_1.534932	2.915	38	68.4262948207171	1014	1other	1other
NODE_23646_length_1014_cov_1.156413	2.038	2	60.5522682445759	1014	1other	1other
NODE_23647_length_1013_cov_49.625261	76.315	8	18.5587364264561	1013	ascomycete	ascomycete
NODE_23648_length_1013_cov_5.753653	11.023	12	74.0375123395854	1013	1other	1other
NODE_23649_length_1013_cov_4.271399	7.885	2	67.7196446199408	1013	1other	1other
NODE_2365_length_9514_cov_6.413680	10.988	7	63.7166281269708	9514	1other	1other
NODE_23650_length_1013_cov_3.989562	7.491	38	70.187561697927	1013	1other	1other
NODE_23651_length_1013_cov_3.405010	6.306	38	68.8055281342547	1013	1other	1other
NODE_23652_length_1013_cov_3.376827	5.74	14	59.7235932872656	1013	1other	1other
NODE_23653_length_1013_cov_3.361169	5.355	14	58.1441263573544	1013	1other	1other
NODE_23654_length_1013_cov_3.273486	5.6	38	71.8657453109575	1013	1other	1other
NODE_23655_length_1013_cov_3.145094	5.689	2	63.4748272458045	1013	1other	1other
NODE_23656_length_1013_cov_3.014614	5.494	38	71.8657453109575	1013	1other	1other
NODE_23657_length_1013_cov_2.971816	6.644	2	67.4234945705824	1013	1other	1other
NODE_23658_length_1013_cov_2.939457	4.845	14	59.4274432379072	1013	1other	1other
NODE_23659_length_1013_cov_2.818372	5.271	38	65.7453109575518	1013	1other	1other
NODE_2366_length_9502_cov_6.196359	9.191	21	65.212810788032	9502	1other	1other
NODE_23660_length_1013_cov_2.811065	4.658	14	60.6181455633101	1013	1other	1other
NODE_23661_length_1013_cov_2.796451	5.431	38	68.7936191425723	1013	1other	1other
NODE_23662_length_1013_cov_2.795407	4.471	38	68.9042448173741	1013	1other	1other
NODE_23663_length_1013_cov_2.755741	4.667	38	66.1401776900296	1013	1other	1other
NODE_23664_length_1013_cov_2.746347	5.513	2	67.7966101694915	1013	1other	1other
NODE_23665_length_1013_cov_2.680585	4.9	38	70.8785784797631	1013	1other	1other
NODE_23666_length_1013_cov_2.676409	5.059	12	69.2003948667325	1013	1other	1other
NODE_23667_length_1013_cov_2.624217	3.981	14	54.7877591312932	1013	1other	1other
NODE_23668_length_1013_cov_2.581420	4.206	2	60.2171767028628	1013	1other	1other
NODE_23669_length_1013_cov_2.552192	4.835	38	68.213228035538	1013	1other	1other
NODE_2367_length_9500_cov_90.874643	145.672	4	55.8	9500	1other	1other
NODE_23670_length_1013_cov_2.425887	4.389	2	67.0286278381046	1013	1other	1other
NODE_23671_length_1013_cov_2.367432	4.742	38	64.3632773938796	1013	1other	1other
NODE_23672_length_1013_cov_2.180585	3.378	38	67.6209279368213	1013	1other	1other
NODE_23673_length_1013_cov_2.136743	3.414	38	66.3376110562685	1013	1other	1other
NODE_23674_length_1013_cov_2.099165	3.988	2	68.3119447186575	1013	1other	1other
NODE_23675_length_1013_cov_2.089770	5.033	2	67.4234945705824	1013	1other	1other
NODE_23676_length_1013_cov_2.064718	3.466	38	66.8993020937188	1013	1other	1other
NODE_23677_length_1013_cov_1.998956	4.253	38	70.8785784797631	1013	1other	1other
NODE_23678_length_1013_cov_1.923800	3.239	16	59.5261599210267	1013	1other	1other
NODE_23679_length_1013_cov_1.849687	3.041	16	56.3672260612043	1013	1other	1other
NODE_2368_length_9497_cov_3.572866	6.007	7	60.1770844313271	9497	1other	1other
NODE_23680_length_1013_cov_1.744259	3.183	14	56.8608094768016	1013	1other	1other
NODE_23681_length_1013_cov_1.710856	2.942	2	68.8055281342547	1013	1other	1other
NODE_23682_length_1013_cov_1.659708	3.416	2	62.4876604146101	1013	1other	1other
NODE_23683_length_1013_cov_1.509395	2.699	12	69.3978282329714	1013	1other	1other
NODE_23684_length_1013_cov_1.498956	2.821	38	66.2388943731491	1013	1other	1other
NODE_23685_length_1013_cov_1.443633	2.675	2	69.8914116485686	1013	1other	1other
NODE_23686_length_1013_cov_1.338205	2.212	14	55.182625863771	1013	1other	1other
NODE_23687_length_1012_cov_3.509927	6.064	38	70.6521739130435	1012	1other	1other
NODE_23688_length_1012_cov_3.357367	6.163	38	72.1343873517787	1012	1other	1other
NODE_23689_length_1012_cov_3.155695	6.628	2	68.8735177865613	1012	1other	1other
NODE_2369_length_9494_cov_3.299502	5.461	7	58.5211712660628	9494	1other	1other
NODE_23690_length_1012_cov_3.112853	4.949	38	71.6403162055336	1012	1other	1other
NODE_23691_length_1012_cov_2.713689	5.424	2	64.8221343873518	1012	1other	1other
NODE_23692_length_1012_cov_2.621735	5.11	38	69.1699604743083	1012	1other	1other
NODE_23693_length_1012_cov_2.536050	3.984	16	52.8656126482213	1012	1other	1other
NODE_23694_length_1012_cov_2.513062	5.795	12	69.5652173913043	1012	1other	1other
NODE_23695_length_1012_cov_2.311390	4.463	38	67.6877470355731	1012	1other	1other
NODE_23696_length_1012_cov_2.250784	3.726	12	73.7154150197628	1012	1other	1other
NODE_23697_length_1012_cov_2.241379	4.73	2	66.99604743083	1012	1other	1other
NODE_23698_length_1012_cov_2.196447	3.562	38	68.2634730538922	1012	1other	1other
NODE_23699_length_1012_cov_2.020899	4.415	38	68.2806324110672	1012	1other	1other
NODE_237_length_137822_cov_69.934360	117.222307692308	22	46.82235389799	137822	ascomycete	ascomycete
NODE_2370_length_9491_cov_6.134379	10.426	21	68.2225266041513	9491	1other	1other
NODE_23700_length_1012_cov_1.990596	4.191	2	66.897233201581	1012	1other	1other
NODE_23701_length_1012_cov_1.817137	3.241	38	66.0079051383399	1012	1other	1other
NODE_23702_length_1012_cov_1.672936	2.622	12	70.0592885375494	1012	1other	1other
NODE_23703_length_1012_cov_1.624869	3.518	38	69.7628458498024	1012	1other	1other
NODE_23704_length_1012_cov_1.420063	3.222	2	66.99604743083	1012	1other	1other
NODE_23705_length_1012_cov_1.412748	2.551	14	61.0671936758893	1012	1other	1other
NODE_23706_length_1012_cov_1.382445	2.441	38	67.2924901185771	1012	1other	1other
NODE_23707_length_1011_cov_7.372385	15.297	2	65.3808110781405	1011	1other	1other
NODE_23708_length_1011_cov_4.871339	8.353	14	59.8417408506429	1011	1other	1other
NODE_23709_length_1011_cov_3.731172	6.646	38	71.6122650840752	1011	1other	1other
NODE_2371_length_9490_cov_5.556969	10.327	21	69.041095890411	9490	1other	1other
NODE_23710_length_1011_cov_3.638075	5.714	14	63.6003956478734	1011	1other	1other
NODE_23711_length_1011_cov_3.463389	5.62	2	61.3254203758655	1011	1other	1other
NODE_23712_length_1011_cov_3.453975	6.248	38	69.7329376854599	1011	1other	1other
NODE_23713_length_1011_cov_3.446653	5.315	38	64.8862512363996	1011	1other	1other
NODE_23714_length_1011_cov_3.305439	6.631	2	65.1348651348651	1011	1other	1other
NODE_23715_length_1011_cov_3.117155	5.179	2	65.7764589515331	1011	1other	1other
NODE_23716_length_1011_cov_3.091004	6.043	12	74.5796241345203	1011	1other	1other
NODE_23717_length_1011_cov_3.058577	5.951	38	70.7220573689416	1011	1other	1other
NODE_23718_length_1011_cov_2.908996	6.231	2	64.6884272997033	1011	1other	1other
NODE_23719_length_1011_cov_2.841004	4.317	12	74.5796241345203	1011	1other	1other
NODE_2372_length_9485_cov_4.870626	9.731	21	69.1187335092348	9485	1other	1other
NODE_23720_length_1011_cov_2.821130	4.425	14	63.9960435212661	1011	1other	1other
NODE_23721_length_1011_cov_2.769874	4.542	14	56.4787339268051	1011	1other	1other
NODE_23722_length_1011_cov_2.625523	5.154	12	68.4470820969337	1011	1other	1other
NODE_23723_length_1011_cov_2.445607	4.239	38	68.7438180019782	1011	1other	1other
NODE_23724_length_1011_cov_2.441423	4.289	16	58.7537091988131	1011	1other	1other
NODE_23725_length_1011_cov_2.399582	5.08	2	63.8971315529179	1011	1other	1other
NODE_23726_length_1011_cov_2.391213	3.84	38	74.6785361028684	1011	1other	1other
NODE_23727_length_1011_cov_2.361925	4.043	16	60.4352126607319	1011	1other	1other
NODE_23728_length_1011_cov_2.194561	3.738	14	60.4352126607319	1011	1other	1other
NODE_23729_length_1011_cov_2.128661	4.745	12	70.1285855588526	1011	1other	1other
NODE_2373_length_9479_cov_26.184953	42.271	25	64.8802616309737	9479	1other	1other
NODE_23730_length_1011_cov_2.116109	3.341	14	58.160237388724	1011	1other	1other
NODE_23731_length_1011_cov_1.997908	3.318	2	59.7428288822948	1011	1other	1other
NODE_23732_length_1011_cov_1.967573	3.591	12	74.5796241345203	1011	1other	1other
NODE_23733_length_1011_cov_1.955021	3.234	38	62.3145400593472	1011	1other	1other
NODE_23734_length_1011_cov_1.822176	2.811	2	57.9420579420579	1011	1other	1other
NODE_23735_length_1011_cov_1.794979	3.097	14	60.2373887240356	1011	1other	1other
NODE_23736_length_1011_cov_1.734310	2.902	30	61.8199802176063	1011	1other	1other
NODE_23737_length_1011_cov_1.596234	2.7	2	63.3036597428289	1011	1other	1other
NODE_23738_length_1011_cov_1.491632	2.759	2	65.1348651348651	1011	1other	1other
NODE_23739_length_1011_cov_1.166318	2.236	2	60.9297725024728	1011	1other	1other
NODE_2374_length_9478_cov_4.970073	9.203	5	66.4131812420786	9478	1other	1other
NODE_23740_length_1010_cov_82.379058	59.193	31	47.2277227722772	1010	1other	1other
NODE_23741_length_1010_cov_5.400000	10.276	0	51.5841584158416	1010	1other	1other
NODE_23742_length_1010_cov_5.368586	9.583	38	71.2871287128713	1010	1other	1other
NODE_23743_length_1010_cov_3.306806	5.45	2	67.1287128712871	1010	1other	1other
NODE_23744_length_1010_cov_3.121466	6.167	38	72.5742574257426	1010	1other	1other
NODE_23745_length_1010_cov_2.923560	5.606	12	65.7425742574257	1010	1other	1other
NODE_23746_length_1010_cov_2.858639	5.527	38	69.5049504950495	1010	1other	1other
NODE_23747_length_1010_cov_2.780105	4.411	14	55.2475247524753	1010	1other	1other
NODE_23748_length_1010_cov_2.507853	6.763	29	39.4059405940594	1010	1other	1other
NODE_23749_length_1010_cov_2.462827	5.507	30	57.029702970297	1010	1other	1other
NODE_2375_length_9463_cov_5.498831	8.942	6	57.1488956990384	9463	1other	1other
NODE_23750_length_1010_cov_2.363351	3.721	14	57.7227722772277	1010	1other	1other
NODE_23751_length_1010_cov_2.330890	4.356	38	69.5049504950495	1010	1other	1other
NODE_23752_length_1010_cov_2.249215	3.799	38	67.4257425742574	1010	1other	1other
NODE_23753_length_1010_cov_2.232461	3.661	12	72.1	1010	1other	1other
NODE_23754_length_1010_cov_2.210471	3.658	12	73.960396039604	1010	1other	1other
NODE_23755_length_1010_cov_2.151832	4.171	38	72.2772277227723	1010	1other	1other
NODE_23756_length_1010_cov_2.139267	3.529	2	64.3564356435644	1010	1other	1other
NODE_23757_length_1010_cov_2.096335	4.533	12	72.1782178217822	1010	1other	1other
NODE_23758_length_1010_cov_2.090052	3.213	14	60.3960396039604	1010	1other	1other
NODE_23759_length_1010_cov_2.078534	4.718	38	68.019801980198	1010	1other	1other
NODE_2376_length_9463_cov_3.793474	6.562	7	61.9887984782838	9463	1other	1other
NODE_23760_length_1010_cov_2.036649	5.778	2	68.7128712871287	1010	1other	1other
NODE_23761_length_1010_cov_2.034555	3.315	38	64.950495049505	1010	1other	1other
NODE_23762_length_1010_cov_2.030366	3.502	14	58.8118811881188	1010	1other	1other
NODE_23763_length_1010_cov_1.964398	3.186	16	62.7722772277228	1010	1other	1other
NODE_23764_length_1010_cov_1.819895	3.401	14	56.039603960396	1010	1other	1other
NODE_23765_length_1010_cov_1.813613	3.353	14	63.4653465346535	1010	1other	1other
NODE_23766_length_1010_cov_1.810471	3.636	16	60	1010	1other	1other
NODE_23767_length_1010_cov_1.806283	2.909	14	54.7524752475247	1010	1other	1other
NODE_23768_length_1010_cov_1.797906	3.338	38	60.990099009901	1010	1other	1other
NODE_23769_length_1010_cov_1.786387	3.802	38	69.9009900990099	1010	1other	1other
NODE_2377_length_9460_cov_12.634662	17.441	21	64.3128964059197	9460	1other	1other
NODE_23770_length_1010_cov_1.743455	4.325	12	71.5	1010	1other	1other
NODE_23771_length_1010_cov_1.713089	3.025	2	59.8	1010	1other	1other
NODE_23772_length_1010_cov_1.682723	2.88	2	65.6435643564356	1010	1other	1other
NODE_23773_length_1010_cov_1.647120	2.627	14	59.5049504950495	1010	1other	1other
NODE_23774_length_1010_cov_1.507853	2.503	0	51.980198019802	1010	1other	1other
NODE_23775_length_1010_cov_1.334031	2.809	2	65.6435643564356	1010	1other	1other
NODE_23776_length_1010_cov_1.318325	2.477	2	62.1782178217822	1010	1other	1other
NODE_23777_length_1010_cov_1.308901	2.119	16	56.4356435643564	1010	1other	1other
NODE_23778_length_1009_cov_10.752621	16.178	2	63.9246778989098	1009	1other	1other
NODE_23779_length_1009_cov_6.144654	12.619	2	63.6273538156591	1009	1other	1other
NODE_2378_length_9455_cov_29.739468	43.296	8	10.1004759386568	9455	ascomycete	ascomycete
NODE_23780_length_1009_cov_5.429769	8.9	14	58.5728444003964	1009	1other	1other
NODE_23781_length_1009_cov_3.759958	6.196	2	67.4925668979187	1009	1other	1other
NODE_23782_length_1009_cov_3.679245	6.319	2	66.005946481665	1009	1other	1other
NODE_23783_length_1009_cov_3.408805	7.034	38	74.1328047571853	1009	1other	1other
NODE_23784_length_1009_cov_3.323899	7.999	2	64.2642642642643	1009	1other	1other
NODE_23785_length_1009_cov_3.027254	5.298	38	65.609514370664	1009	1other	1other
NODE_23786_length_1009_cov_3.026205	4.912	14	59.0683845391477	1009	1other	1other
NODE_23787_length_1009_cov_2.936059	5.293	38	71.5559960356789	1009	1other	1other
NODE_23788_length_1009_cov_2.727463	5.147	12	73.3733733733734	1009	1other	1other
NODE_23789_length_1009_cov_2.713836	4.591	0	60.8523290386521	1009	1other	1other
NODE_2379_length_9455_cov_5.573085	10.023	21	70.8090957165521	9455	1other	1other
NODE_23790_length_1009_cov_2.641509	4.277	14	61.5460852329039	1009	1other	1other
NODE_23791_length_1009_cov_2.622642	5.467	38	68.5827552031715	1009	1other	1other
NODE_23792_length_1009_cov_2.562893	4.449	14	60.1585728444004	1009	1other	1other
NODE_23793_length_1009_cov_2.552411	4.232	16	57.8790882061447	1009	1other	1other
NODE_23794_length_1009_cov_2.431866	4.102	14	59.5639246778989	1009	1other	1other
NODE_23795_length_1009_cov_2.397275	4.911	2	67.7898909811695	1009	1other	1other
NODE_23796_length_1009_cov_2.376310	3.79	38	66.8979187314172	1009	1other	1other
NODE_23797_length_1009_cov_2.316562	3.703	38	65.0148662041625	1009	1other	1other
NODE_23798_length_1009_cov_2.313417	4.467	38	70.1684836471754	1009	1other	1other
NODE_23799_length_1009_cov_2.228512	5.62	38	70.2702702702703	1009	1other	1other
NODE_238_length_137786_cov_12.645541	20.5163846153846	7	59.6911152076408	137786	1other	1other
NODE_2380_length_9453_cov_18.778357	31.303	25	69.226700518354	9453	1other	1other
NODE_23800_length_1009_cov_2.148847	3.543	38	70.3703703703704	1009	1other	1other
NODE_23801_length_1009_cov_1.930818	3.376	38	68.0872150644202	1009	1other	1other
NODE_23802_length_1009_cov_1.910901	3.154	2	60.5550049554014	1009	1other	1other
NODE_23803_length_1009_cov_1.761006	2.922	38	66.8979187314172	1009	1other	1other
NODE_23804_length_1009_cov_1.731656	2.954	12	67.8678678678679	1009	1other	1other
NODE_23805_length_1009_cov_1.726415	2.996	14	64.816650148662	1009	1other	1other
NODE_23806_length_1009_cov_1.659329	2.509	18	54.2542542542543	1009	1other	1other
NODE_23807_length_1009_cov_1.612159	2.971	38	72.0515361744301	1009	1other	1other
NODE_23808_length_1009_cov_1.526205	3.011	12	71.9524281466799	1009	1other	1other
NODE_23809_length_1009_cov_1.395178	2.324	14	56.956956956957	1009	1other	1other
NODE_2381_length_9453_cov_3.092999	5.545	7	57.9181212313551	9453	1other	1other
NODE_23810_length_1009_cov_1.120545	2.022	2	56.6897918731417	1009	1other	1other
NODE_23811_length_1008_cov_3.703043	6.482	2	64.1865079365079	1008	1other	1other
NODE_23812_length_1008_cov_3.482686	6.194	12	68.5515873015873	1008	1other	1other
NODE_23813_length_1008_cov_3.116474	5.191	14	62.0039682539683	1008	1other	1other
NODE_23814_length_1008_cov_2.854145	4.894	14	60.515873015873	1008	1other	1other
NODE_23815_length_1008_cov_2.751312	4.231	38	64.1865079365079	1008	1other	1other
NODE_23816_length_1008_cov_2.730325	5.135	12	70.8333333333333	1008	1other	1other
NODE_23817_length_1008_cov_2.632739	4.201	2	61.8055555555556	1008	1other	1other
NODE_23818_length_1008_cov_2.564533	5.351	12	66.2698412698413	1008	1other	1other
NODE_23819_length_1008_cov_2.561385	3.957	38	65.3769841269841	1008	1other	1other
NODE_2382_length_9450_cov_3.660138	7.18	21	69.0360169491525	9450	1other	1other
NODE_23820_length_1008_cov_2.342078	4.363	12	73.0460921843687	1008	1other	1other
NODE_23821_length_1008_cov_2.219307	4.29	2	64.781746031746	1008	1other	1other
NODE_23822_length_1008_cov_2.052466	4.949	2	66.6666666666667	1008	1other	1other
NODE_23823_length_1008_cov_2.040923	3.5	2	59.6230158730159	1008	1other	1other
NODE_23824_length_1008_cov_1.918153	3.32	12	67.8571428571429	1008	1other	1other
NODE_23825_length_1008_cov_1.812172	2.947	38	68.4523809523809	1008	1other	1other
NODE_23826_length_1008_cov_1.770199	3.778	38	68.5370741482966	1008	1other	1other
NODE_23827_length_1008_cov_1.718783	2.875	2	68.2539682539683	1008	1other	1other
NODE_23828_length_1008_cov_1.661070	2.899	2	64.3849206349206	1008	1other	1other
NODE_23829_length_1008_cov_1.648478	2.894	38	61.0119047619048	1008	1other	1other
NODE_2383_length_9448_cov_18.631215	29.837	34	52.776011866921	9448	1other	1other
NODE_23830_length_1008_cov_1.614900	3.337	2	66.0714285714286	1008	1other	1other
NODE_23831_length_1008_cov_1.529906	3.16	12	75.2976190476191	1008	1other	1other
NODE_23832_length_1008_cov_1.438615	2.373	14	57.1428571428571	1008	1other	1other
NODE_23833_length_1007_cov_6.360294	11.28	2	66.832174776564	1007	1other	1other
NODE_23834_length_1007_cov_4.380252	20.56	20	20.4568023833168	1007	1other	1other
NODE_23835_length_1007_cov_3.828782	6.739	2	63.4558093346574	1007	1other	1other
NODE_23836_length_1007_cov_3.198529	5.898	2	62.8599801390268	1007	1other	1other
NODE_23837_length_1007_cov_3.180672	7.162	2	65.6405163853029	1007	1other	1other
NODE_23838_length_1007_cov_2.935924	4.789	38	66.5342601787488	1007	1other	1other
NODE_23839_length_1007_cov_2.932773	5.491	2	66.4349553128103	1007	1other	1other
NODE_2384_length_9447_cov_28.977108	34.414	11	53.2655869588229	9447	1other	1other
NODE_23840_length_1007_cov_2.728992	5.037	2	67.5273088381331	1007	1other	1other
NODE_23841_length_1007_cov_2.721639	4.573	14	54.5636910732197	1007	1other	1other
NODE_23842_length_1007_cov_2.698529	4.791	12	69.6127110228401	1007	1other	1other
NODE_23843_length_1007_cov_2.605042	5.123	38	66.9314796425025	1007	1other	1other
NODE_23844_length_1007_cov_2.578782	4.347	38	71.896722939424	1007	1other	1other
NODE_23845_length_1007_cov_2.516807	4.611	38	62.0655412115194	1007	1other	1other
NODE_23846_length_1007_cov_2.465336	3.986	16	53.0287984111221	1007	1other	1other
NODE_23847_length_1007_cov_2.451681	3.795	2	56.901688182721	1007	1other	1other
NODE_23848_length_1007_cov_2.360294	4.475	38	68.6196623634558	1007	1other	1other
NODE_23849_length_1007_cov_2.287815	4.029	14	63.8530287984111	1007	1other	1other
NODE_2385_length_9430_cov_23.050027	36.287	34	50.3181336161188	9430	1other	1other
NODE_23850_length_1007_cov_2.157563	3.99	12	67.5273088381331	1007	1other	1other
